σκληρότης,thesaurizo,iustus
φρουρέω,custodio,fides
ἀνετάζω,torqueo,tribunus
συναλίζω,praecipio,exspecto
δυσμή,oriens,aquilo
ὑπερηφανία,furtum,superbia
σάλος,fluctus,prae
ἀρεύς,gaudeo,iterum
ἰξαάκ,isaac,semen
καταλαμβάνω,comprehendo,tenebrae
μεταμέλομαι,iustitia,contristo
εὔτυχος,adulescens,cenaculum
ἐλεφάντινος,argentum,purpura
προαιρέω,prout,unusquisque
ἀπελεύθερος,libertus,libo
ἀνωτερικός,superus,apollo
ἐκδοχή,terribilis,consumo
νομοθετέω,mediator,ministerium
ὀψία,uesperus,factum
οὗτος,hic,dico2
μαγώγ,ascendo,circumeo
κλῆμα,maneo,fructus2
χλιαρός,calidus,frigidus
ἀνασκευάζω,mando,animo
μαλακόω,mollia,rex
συνσταυρωθέντες,figo,inpropero
λεπτός,minutus,duo
μυωπάζω,caecus,obliuio
μοιχεία,furtum,adulterium
πολιτάρχης,princeps,concito
ἐκπηδάω,uanus,similis
μεσουράνημα,medius,uolo2
ἀθῆναι,athenae,remano
παίζω,efficio,manduco
βόσκω,pasco,nuntio
κῆπος,hortus,ubius
διαφεύγω,enato,consilium
θησαυρός,thesaurus,uendo
ν͂,oro
ἄγαμος,uxor,sollicitus
ἁκελδαμάχ,acheldemach,appello2
θεατρίζω,effectum,opprobrium
ἐφικνέομαι,usque,pertingo
πορθέω,expugno,persequor
κατέρχομαι,descendens,ibi
ἡσσάομαι,supero,promitto
ζωοποιέω,peccatum,carnis
ὑδρωπικός,hydropicus,ante
κατάθεμα,maledictum,seruus2
ἀνοίγνυμι,aperio,oculus
διακαθαρίζω,congrego,manus
γαμίζω,nubo,resurrectio
ἐπαφρίζω,procella,ferus
συνχύννεται,quaero,cohors
ἀνέχω,patior,sustineo
σκέπασμα,alimentum,tego
εὔφημος,fama,pudicus
ἄροτρον,retro,nemo
δικαίωσις,iustificatio,delictum
φοί,comprehendo,fur
γυμνόω,nudus,sindon
ἐνδεής,affero,pretio
συνδρομή,commoto,extra
ἐγκρύπτω,parabola,satis
ἥσυχος,modestus,quietum
κεράτιον,manduco,nemo
κτείνω,possum,ambulo
ἐμπίπτω,incido2,laqueus
ὁμολόγησις,confiteor,coram
ιεροσόλυμα,hierosolymam,hierosolyma
προελπίζω,spero,gloria
γε,tamen,sinis
ὁρκωμοσία,sacerdos,iureiuro
ὅταν,amen,sto
πλέω,nauigo,obdormio
ὑποχωρέω,secedo,bethsaida
ἀποδημέω,proficiscor,peregre
κατασφραγίζω,signo,foris
γεννάω,gigno,natus2
πρεσβύτης2,senex,sobrius
ἄρχω,coepi,princeps
ιωάνου,iohannis,iohanne
πάφος,paphos,insula
ἐκκολυμβάω,enato,consilium
ἐντυγχάνω,interpello,uiuo
ἀποστέλλω,mundus2,occido
παραινέω,amissio,animus
θυμίαμα,incensum,oratio
μήπω,nondum,status2
ὀρθρίζω,manico,templum
εἰσδυάω,gratia,impius
γόης,seductor,proficio
βέβηλος,esau,profanus
ἀνήκω,pertineo,res
συμεών,symeon,eliachim
ἀντίπερας,enauigo,galilaea
μν́,iuror,omnino
δαιμονίζομαι,daemonium,malus2
λος,insipientia,proficio
ἀποτελέω,consummo,concipio
ἀμνοῦ,incontaminatus,sanguis
ἀκέραιος,simplex,medius
ἁγιασμός,sanctificatio,pax
ἑσρώμ,pharis,esrom
χειραγωγέω,damascus,claritas
λακάω,uiscera,possideo
οὐκοῦν,ita,perhibeo
χαίρω,gaudeo,aue
περιμένω,praecipio,exspecto
ἀνταποκρίνομαι,numquid,fingo
ἐπίορκος,concubitor,periurus
ἀναψύχω,onesifori,misericordia
ἀρχιποίμην,immarcescibilis,gloria
ἀνοχεύς,benignitas,longanimitas
σφυρίδων,sporta,fragmentum
πάροινος,uinolentus,percussor
συμβούλιον,consilium,ineo
παραβολή,parabola,similitudo
ἀγάπη,caritas,dilectio
πῶς,quomodo,possum
μετάλημψιν,abstineo,actio
βαράκ,deficio,dauid
πηγή,fons,aqua
ράντοις,praesto2,fidus
ὑστέρημα,desum,suppleo
συνετός,prudens,sapio
φυλάσσω,custodio,depositum
βηθανία,bethania,leprosus
ῦνται,benus,fidus
καταγελάω,derideo,puella
ἐκλέγω,eligo,mundus2
μέρα,pars,secedo
ὄπισθεν,retro,tango
ἀπε,praesto2,fidus
ἥττημα,magus,delictum
καυχάομαι,glorior,infirmitas
θησαν,parens2,fidus
χαλκεύς,aerarius,alexander
ἀποκόπτω,abscindo,seruus2
ἐκλαλέω,dimitto,praecipio
τεκνογονέω,procreo,iuuenis
καταλίπτομαι,regium,festus
καυσόω,soluo,elementum
καταπαύω,requies,requiesco
θεός,deus,deeo
βηθανιά,bethania,appropinquo
μαρίαν,marius,saluto
προλαμβάνω,unguere,ebrius
ὁδεύω,misericordia,motus2
ἀνίστημι,surgo,resurgo
προσαγορεύω,appello2,ordino
ἀπολήμψεσθε,retributio,heredito
ἑλληνίς,mulier,gentilis
πλοιάριον,nauicula,ibi
συγγένεια,cognatio,iacob
εὐσχημοσύνη,ignobilis,membro
ἐγκαλέω,accuso,causa
μέτοχος,particeps,caelestis
προμαρτύρομαι,significo,glorior
λύδδας,prope,duo
ιαμβρῆς,resto,resisto
ἀνεπίλημπτοι,irreprehensibilis,praecipio
ἱερεύς,sacerdos,melchisedech
κατάκριμα,iustificatio,condemnatio
παράδεισος,paradisus,arcanum
αἰών,saeculum,aeternus
παροργισμός,irasco,iracundia
κατείδωλος,athenae,incito
πτέρυξ,ala,lapido
ἐναγκαλίζομαι,conplexans,benedico
παντες,unusquisque,proximi
πικρός,emano,dulcis
φράσσω,adipiscor,obturo
διαμάχομαι,malus2,surgo
σφραγίζω,signo,milium
σωφρονέω,horto,sobrius
πόλεμος,bellum,proelium
ἄφωνος,uox,mutum
ιεσσαί,iesse,booz
κάμνω,adleuo,saluo
σκληρύνω,obduro,cor
νεφθαλίμ,nepthalim,milium
ἀνακύπτω,erigo,mulier
πορνεύωμεν,milium,tres
διαιρέω,diuido,idem
ἄγναφος,uestimentum,nemo
παράκλητος,paracletus,ueritas
συνίουσιν,parabola,intellego
ἀδηλόω,uerbero,pugnus
ἀντιόχειος,antiochea,ecclesia
δόγμα,decerno,caesar
ἀγραυλέω,uigilia,uigilo
προσκολλάω,relinquo,mater
ἀμέθυστος,undecimus,octauus
ὀφειλέτης,debitor,debeo
καύσων,aestus,diues
ἐπιγραφή,inscriptio,imago
τετράμηνος,oculus,adhuc
πᾶς,omnis,autem
κακοποιέω,malus2,malefacio
ἔθω,pono,populus2
λαοδικίαν,scribo,ephesus
νεκρόω,resurgo,resurrectio
ἐρῆμος,desertum,deserta
νεανίας,adulescens,aliquis
ἐπιπλήσσω,increpo,iuuenis
πόρκιος,relinquo,gratia
ὑποδείκνυμι,ostendo,uipera
οὖς,auris,ecclesia
πηλόω,massa,figulus
εὐεργετέω,benefacio,pertranseo
ἐκδίδωμι,interimo,traditus
̔ρακά,reus,iudicium
γηράσκω,senesco,antiquo
μιασμός,blasphemo,caro2
λυσανίας,galilaea,pilatus
μεγαλη,mater,fornicatio2
ἀφθαρσία,incorruptio,incorruptela
ἀκατάστατος,inconsto,duplex
συζωοποιέω,conuiuifico,praeputium
σχολή,maledico,induro
κατάγω,concilium,deduco
ιωαθάμ,achaz,ozias
συνκατάθεσις,idolum,templum
τραυματίζω,uulnero,addo
ἀποκρύπτω,abscondo,saeculum
πέραν,trans,fretum
ἐκβάλλω,eicio,daemonium
ἀνέγκλητος,crimen,sinis
τετραπλόος,zaccheus,reddo
στενός,porto,paucus
ἀρέσκω,placeo,placo
τρῳάς,troade,troadem
βοή,naasson,booz
ἑκατόνταρχος,centurio2,flagello
βαπτισμός,baptisma,urceus
θεόφιλος,theophilus,optume
παροξυσμός,inuicem,prouocatio
ἀπολογία,defensio,ratio
χριστου,inuentum,significo
ἀφομοιόω,sinis,mater
ὑψηλός,excelsus,altum
λίβανος,tus,iumentum
ἀποδιορίζω,segrego,animalis
εὐψυχέω,animus,spero
εὐκαιρία,oportunitatem,quaero
παραβάλλω,miletus,applico
ἀλαλάζω,heiulor,fleo
ἔνδειξις,ostensio,iustitia
σημειόω,signum,confirmo
ἀλλότριος,alieno,alienum
γλῶσσα,lingua,populus2
σώζω,saluo,prauus
ἀφίουσιν,monumentum,lingua
αἱμα,alto,iustus
σαμοθρᾴκη,troade,samothracia
λόγ,oratum,clarifico
πρηνής,uiscera,possideo
δυνατός,potens,possibilis
λευεί,leui,matthat
σιλουανός,siluanus,gratia
ἐντόπιος,rogo,hierosolymam
σύνλέγω1,colligo,cresco
σπέρμα,semen,seminium
φίλημα,osculum,saluto
ἀμπελών,uinea,agricola
βαθύς,haurio,aroma
ζηλωτός,aemulator,thomam
ξενία,hospitium,donarium
ποταμός,flumen,aqua
κραβάττων,infirmus,eicio
μνήμη,obeo,horus
ἀνεξίκακος,mansuetum,patior
ἐπακούω,adiuuaui,salus
ὑποτάσσω,subicio,subditus
ἀλαζονεία,superbia,exultatio
βαρτίμαιος,hiericho,caecus
ἀφυπνόω,obdormio,compleo
δενδρόω,arbor,ignis
φονεύς,homicida,appetitor
κακουχέω,angustio,uinctor
βιαστής,patior,uiolens
σύντριψις,satanan,pax
λίνος,saluto,festinus
προσηύξμιλεστονε,oro
ἐκδίκησις,uindicta,ultio
λούω,lauo,prouerbium
προκόπτω,proficio,inaniloquium
συντάσσω,constituo,figulus
ἐπίσκοπος,episcopus,oportet
ἀνασπάω,continuus,recipio
μετρέω,metior,mensura
κατέχω,teneo,detineo
ἄραγε,igitur,cognosco
συμπληρόω,compleo,parito
σκοτίζω,obscuro,sol
ἔσοπτρος,natiuitas,considero
περιίστημι,deuito,circumsto
ἀποθήκη,congrego,horreum
ἴλαος,memoro,iniquitas
ἀρχή,initium,potestas
ἐντρέφω,adsequor,enutrio
θόρυβος,tumultus,populus2
κατεξουσιάζω,dominor,princeps
λιμήν,consilium,statuo
στυγητός,odientes,insipiens
ἁδρίᾳ,posteaquam,superuenio
ἐπίκειμαι,superpono,crucifigeretur
διαρρήγνυμι,testis,uestimentum
διπλόω,duplico,reddo
κατοικία,uniuersus,definio
μεννά,menna,matthata
φθόγγος,siue,tamen
ἔνατος,nona,hora
ἔχθρα,inimicitia,inimicus
συνεσθίω,manduco,introisti
γαζοφυλάκιον,iacto,apprehendo
καθαρισμός,moses,purgatio
ἀναιρέω,interficio,occido
ποταπούς,pietas,conuersatio
φήμη,fama,uniuersus
ὑακίνθινος,caput,ito
εὐλόγηκεν,adnumero,benedico
ῥᾳδιούργημα,iniquus,sustineo
φρήν,sensus,efficio
εὔθυμος,animaequus,animus
ἀσύμφωνος,benus,inuicem
διάφορος,quantus,differentius
φίας,honorus,humilito
ἰνάω,lingua,miseror
ἐξάλλομαι,exiliens,laudo
σίδηρος,argentum,purpura
λειτουργικός,administratorius,ministerium
πυγμή,teneo,manduco
συναναπαύομαι,uenia,uoluntas
ιωήλ,iohel,propheta
συνοικέω,scientia,similis
ἰσχύω,possum,ualeo
ἀὐτόν,primus,iudico
πτω,diues,paupero
παιδευτής,eruditor,insipiens
προσπήγνυμι,interimo,traditus
ἄνη,tu,dico2
ιωσείας,gigno,iechoniam
ἐφίημι,cado,quattuor
ἐπ̓,incendium,fleo
ἐπη,obeo,interrogo
αἰγυπτιόω,potens,sapientia
ἐνενήκοντα,nouo,nonaginta
ἐπιγράφω,mens,lego2
δισχίλιοι,milium,statim
στέγω,sustineo,amplus
νικάω,uinco,auris
κύπτω,inclino,tento
μελεά,menna,matthata
συγκινέω,ita,adduco
ἁρέτα,damascenus,arete
φυλακίζω,concludo,caedo
μάχη,deuito,stultus
δαπάνη,uolens,aedifico
κακολογέω,maledixerit,honorus
φωνέω,gallus2,canto
κνίδος,salmo,uix
θρόμβος,decurro,sudor
ὑπομιμνήσκω,commoneo,commonitio
νοσσιάν,lapido,quemadmodum
καπηλεύω,coram,adultero
σελευκίαν,abeo,seleucia
ἀπαίρω,aufero,ieiuno
ὀμειρόμενοι,cupidus,carus
τραχών,galilaea,pilatus
θανατόω,trado,mors
σχίζω,scissus,uelum
σός,tu,dico2
λαλάζω,lingua,an
λαλιά,loquela,uer
ἐπονομάζω,cognomino,glorior
ἐντρυφάω,luxurio,existimantes
ἐξαίρω,aufero,foris
κολλούριον,induo,uestimentum
ἀπόκρυφος,abscondo,occulo
νοόω,intellego,inuisibilis
μήποτε,prudens,sufficio
δοῦλος,seruus2,seruus
μνάσωνί,hospitor,adduco
συνάρχω,curo,perambulo
πλανάω,erro,seduco
περικεφάλαιος,galea,salus
ὑπερῷον,cenaculum,ubius
χερουβείν,gloria,cherubin
λατρεία,obsequium,quidem
τοιου,subditus,laboro
ἀμφίπολις,apollonia,amphipolis
ἄριστος,prandium,inuito
ιωσήχ,iosech,matthathiae
λάμπω,lux,facies
ἐννεύω,innuo,uello
φιλόφρων,insula,benignus
μαμωνᾶ,iniquitas,deficio
ὑπνόω,somnus,dormitio
συκομορέα,sycomorum,indo
φύγελος,phygelus,hermogenes
ἀποδοχή,acceptio,fidelis
πορνεύω,fornicor,rex
ἄλλος,alius,allium
κοινωνει,castum,communico
ἐπικέλομαι,requiro,inuocatus
τεκμήριον,filiolus,scribo
χρυσᾶν,similis,poderes
ἱεράτευμα,sacerdos,superaedifico
καρτερέω,relinquo,uereor
μῆκος,longitudo,latitudo
τέτυχεν,mediator,ministerium
ὅνομα,blasphemo,inter
δρόμος,curro,consummo
βαρέω,grauo,factum
θαρά,thare,nachor
σαλμώνη,salmo,uix
ἐμμαίνομαι,blasphemo,conpello
ἀκριβόω,magus,tempus
ἐπιδιατάσσομαι,superordino,sperno
ἐκδαπανάω,libet,impendo
σκληρόω,minor,arguo
ἀρσενοκοίτης,fornicarius,concubitor
κινδυνεύω,periclitor,obdormio
παρεκτός,moechor,dimitto
προαμαρτάνω,iterum,pecco
βύσσος,epulor,splendidus
πνίγω,suffoco,denarius
διαβεβαιόω,praesum,intellego
ἀρνέομαι,nego,at
ἀγανακτέω,indignor,fero
πετρος,apostolus,petrus
κατεσθίω,deuoro,semino
ἁγνότης,corrumpo,castitas
̔ροβοάμ,asum,roboam
ἀκάθαρτος,immundus,curo
κλάδος,ramus,arbor
κῦμα,procella,fluctus
ἐπαγωνίζομαι,carus,deprecor
βρώσιμος,miror,manduco
γείτων,uicinus,amicus
γαμέω,nubo,uxor
σύνψυχοι,idem,caritas
βηθζαθά,probaticus,bethsaida
ἔνδικος,iustus,retributio
στενοχωρέω,angustio,aporior
ἀγράμματος,sinis,cognosco
ιουδαίᾳ,iudaea,mons
μεσιτεύω,iusiurandum,heres
κυνάω,concisio,caneo
ἁγνίζω,purifico,sanctifico
διαδίδημι,prout,apostolus
ἀνακεφαλαιόομαι,mandatus,proximi
διαγογγύζω,murmurabant,peccator
νωθρός,grandis,imbecillis
ἀπατάω,seductus,seductor
ιουνίαν,saluto,apostolus
ἄτεκνος,sinis,uxor
δόκιμος,probo,probation
τυμπανίζω,melioro,resurrectio
πικρασμός,exacerbatio,quemadmodum
βιόω,uiuo,carnis
μέρος,pars,diuido
διάταγμα,parens2,fidus
πήσσω,figo,minister
διακούω,custodio,iubeo
ἐνείλλω,sindon,depono
εἰκών,imagino,imago
ποιέω,facio,dico2
μοιχεύω,moechor,adultero
ἐγκράτεια,abstinentia,abstineo
καρπόω,fructus2,agricola
νεωκόρος,sedo,turbo
ἀνωφελής,deuito,uanus
καθοράω,diuinitas,intellego
ἀδελφός,frater,tu
φορτίζω,onero,laboratus
ρώτησεν,obeo,interrogo
βούλομαι,uolo,uolens
ἕκτος,sextus,hora
κατασκοπέω,redigo,fallo
διόπερ,cultura,carus
νόος,sentio,mens
γαῖος,gaius,aristarchus
ἀλλαχόθεν,ouis,ascendo
βρῶσις,tinea,thesaurizo
ὑπερβαίνω,circumuenio,praedico2
ἀνταναπληρόω,adimpleo,gaudeo
ἀποβαίνω,descendo,piscator
ἀληθής,uer,testimonium
ῤεραντισμενοι,accedo,plenitudo
ὄρεξις,relinquo,inuicem
κόπριον,succido,quidem
ἄβυσσος,abyssus,ascendo
προσέρχομαι,accedo,dimitto
ἀργός2,otiosus,reddo
κεράμεος,figulus,ager
ὄναρ,somnus,herodes
ἐξηχέω,fido,ito
κραυγή,clamo,amaritudo
ἐπαναπαύομαι,cognomino,glorior
λαμπρότης,circumfulgeo,simul
πολλοι,conor,conpletae
χρηστολογία,dulcis,seduco
πατρῷος,lego2,paternus
ἀλήθεια,ueritas,cognosco
μεσότοιχος,inimicitia,pax
λειτουργός,minister,praesto2
ἐπιλανθάνομαι,obliuiscor,panis
πορεύω,uado,abeo
ὅς2,tu,eos
παρακύπτω,inclino,linteamen
ἐπάνω,supra,iuro
νῆστις,dimitto,deficio
κατάλαλος,detractor,inuentor
μοιχαλίς,adultero,generatio
ἐπεί,alioqui,quaero
φύλλον,folia,parabola
καταστρηνιάω,deuito,adulescentiores
καταριθμέω,connumero,sors
λίθινος,lapideus,hydria
μέση,medius,circumfulgeo
ναός,templum,aedifico
δέος,ita,gratia
πύρινος,caput,ito
ἐπισκευάζω,praeparo,ascendo
βροχή,inruo,flo
κολοσσαῖς,pax,gratia
κανά,galilaea,canus
κυνάριον,at,nam
ἐλωί,nona,derelinquo
ἀναγκαστός,turpe,uoluntarius
πανταχῆ,lego,aduersus
πιστόν,fidelis,gratia
παρρησιάζομαι,ago,fiducialiter
κατέναντι,contra,sedeo
ποταμοφόρητος,muliero,serpo
ἄτακτος,ambulo,consolamen
πεποίθησις,confido,confidentiam
ταπείνωσις,subicio,configuro
εὐποιία,beneficientiae,communio
εὐσεβέω,ara,ignotum
επορευθησαν,unusquisque,reuerto
ῥιζόω,radicatus,superaedifico
προσήλυτος,aduena,proselytus
παρακοάω,inoboedientia,iustus
αὐλήτης,artifex,amplus
ὀργάω,ira,introibunt
μεταδότης,similis,duo
ἰταλία,italia,nauigo
ἐνκαταλείψεις,corruptionem,anima
ἀποφέρω,hierusalem,sepelio
κράβαττον,grabattum,tollo
νεκρός,iudico,suscito
κάμινος,caminus,dens
μιαίνω,inquino,amaritudo
ἰσκαριώτου,porrigo,duodecim
γαδαρηνός,fretum,monumentum
μόνος,solus2,tantus
παραγίγνομαι,nuntio,aduenio
μετοικεσία,transmigratio,babylo
ἀφελότης,panis,sumo
συμμιμητής,obseruate,imitator
αἰγίοις,angustio,caprina
ἠχώ,fluctus,prae
ἐπιρράπτω,aufero,uestimentum
ὀχλέω,curo,affero
νυχθήμερος,naufragium,lapido
ησον,euangelista,uigilo
σειρόω,detraho,inferni
μνημονεύω,memoro,memini
κατακρημνίζω,extra,aedifico
ἐξοχή,festus,adduco
ἕβδομος,septimus,hora
χόρτος,faenum,flos
εὐεργεσία,diiudico,saluus
λίνον,confringo,uictoria
καταλέγω,uxor,uiduo
́,oro
ποταπαί,structura,lapido
ξέστης,urceus,baptisma
ἀντιδιατίθεμαι,modestia,resisto
ἀκαταστασία,seditio,contentio
ἀντιλέγω,contradico,possum
πλάνος,seductor,uiuo
χρεία,egeo,indigeo
ἀστήρ,stella,stello
εὐθυμέω,animus,psallat
ἀπαλγέω,impudicitia,operatio
εὐώνυμος,sinistra,dexter
μόλις,uix,iustus
σαδώκ,saddoc,azor
πταίω,offendo,aemulor
φθάνω,peruenio,praeuenio
τελεσφορέω,spina,uoluptas
εὐπερίστατος,certamen,inpono
πεινάω,exsurio,sitio
κατάκειμαι,iaceo,accumbo
γεννητός,mulier,iohanne
θανατηφόρος,uenenum,mortifero
μεγαλεῖος,cres,magnalia
ἀντιμετρέω,remetior,mensura
ἐργάτης,operarius,uinea
παραγγέλλω,praecipio,denuntio
μεμψίμοιρος,superbus,miror
πράκτωρ,trado,libero
̔ραχήλ,ululo,consolor
ἀρτιγέννητος,lac,gigno
καταγγελεύς,resurrectio,allium
ναίς,naim,copiosus
ἐφημέριος,uicis,fungor
ὑπερλίαν,apostolus,paruus
ἀναπειρόω,caecus,paupero
ὐμῶν,carnis,quicumque
κακοπαθής,psallat,aequo
ὕπνον,somnus,duo
αἰσχύνω,erubesco,fiducia
κτίζω,creo,creatura
πάσχειν̓,donatus,patior
καθίζω,sedeo,dexter
παρηγορία,adiutor,circumcisio
προσωπολημψίαις,acceptio,gloria
φιλονικία,contentio,factum
ἐνθυμέομαι,cogitatio,cogito
ἀντοφθαλμέω,conor,flatus
ἄρχιππος,archippo,appia
κατάλυμα,manduco,pascha
θριαμβεύω,triumpho,expolians
διαφθορά,corruptionem,dauid
ὀφείλω,debeo,utinam
δοκεύς,puto,an
φωσφόρος,benus,inlucesco
ἐντροπή,saecularia,ignorantia
ὅθεν,unde,pontifex
καί,eos,dico2
θεόπνευστος,diuinitus,inspiro
μῶμος,luxurio,existimantes
ἡγέομαι,arbitror,existimo
τεχνίτης,artifex,demetrius
πτῶσις,ruina,benedico
κύκλος,circuitus,animalis
πειράζω,tento,accedo
κύω,prouerbium,reuerto
ψεῦσμα,gloria,ueritas
ἀρήν,lupus,inter
πολλαπλασίων,aeternus,uita
τίλλω,uello,sero
πρῷρα,marum,prora
γυμνασία,pietas,nam
ἀγνόημα,sinis,sanguis
ἀνταποδίδωμι,retribuo,iustus
φάος,lumen,lux
δράκων,draco,muliero
ἐπιδιορθόω,relinquo,gratia
καταφρονητής,opero,admiror
ἐπιβαρέω,memoro,opero
περιπείρω,fidus,malus2
ἀφιλάργυρος,litigiosus,uinolentus
συνέκδημος,gaius,animus
ἀτμίς,uapor,sursum
πεισμονή,persuasio
συνοδεύω,stupefacio,comitor
μᾶγος,magus,tempus
ψευδοπροφήτης,pseudopropheta,seduco
πρόσπεινος,exsurio,paro
ἀνατέλλω,orior,sol
ἔγγυος,sponso,tantus
βδελύσσομαι,sacrilegium,moechor
παραλύω,paralyticus,lectus2
πανοικεί,appono,mensa
συγκλείω,concludo,sub
καταχέω,mulier,caput
τρίστεγος,adulescens,cenaculum
νινευείταις,nam,nineuitis
ὄψις,facies,abeo
ἱκανός,dignus,tempus
ἀπαιτέω,tribuo,aufero
πρόσχυσις,primitiuus,tango
ὑπέρογκος,superbus,desiderium
εὐπορία,eiusmodi,conuoco
μηδέπω,iustitia,fidus
ἅλων,congrego,manus
φαρμακίᾳ,ueneficium,erro
ὀζείας,achaz,ioatham
ἀργυρᾶ,argenteus,aurea
κονιορτός,puluis,pes
ἀλέκτωρ,gallus2,canto
διωγμός,persecutio,tribulatio
ἱκανόω,idoneus,aliquis
γαλιλαία,galilaea,iudaea
σπήλαιον,spelunca,oratio
ἱεροπρεπής,anus,criminatrix
δόξα,gloria,glorior
ἑτεροδιδασκαλέω,aliter,doceo
ἐλεισάβετ,elisabeth,uxor
βλάσφημος,contumeliosus,cupidus
πληροφορία,plenitudo,ostento
εἴχοσαν,peccatus,peccatum
καταλείπω,relinquo,semen
ἐνδοξάζομαι,clarifico,gratia
τεσσαρεσκαιδέκατος,quartadecima,permaneo
ἀναβολή,sinis,dilatio
ἐξουσία,potestas,dedo
ταλαίπωρος,infelix,caecus
ζήτησις,quaestiono,deuito
μαργαρίτης,margaritum,pretiosus
εὐδοκία,uoluntas,etiam
ἀχάριστος,ingratus,cupidus
ἔχωθεν,patior,timor
λαλούν,sadducaeus,superuenio
διαλαλέω,insipientia,montana
μουσική,artifex,amplus
κονιάω,dealbo,lego
ὄλεθρος,interitus2,laqueus
συλλημφθῆναι,concipio,postquam
περιαιρέω,aufero,syracusam
πράσσω,ago,nihil
ἁμαρτωλή,peccator,peccatum
ἀκμάζω,alto,alius
ἀγρυπνέω,uigilo,tempus
ἐπανάγω,simon,exsurio
φυλή,tribus,duodecim
ἐκπερισσῶς,commorior,at
σπιλάς,sinis,timor
νικάνωρ,fidus,eligo
σεκοῦνδος,gaius,thessalonicenses
σκωληκόβρωτος,consumo,exspiro
ψηλαφάω,manus,accensibilis
συνοράω,lycaonia,lystra
μῆδος,cappadocia,elamitae
διαμαρτύρομαι,testificor,testificatus
περίψημα,purgamentum,peripsima
οἰκέτης,duo,seruus2
ἀπαύγασμα,peccatum,gloria
παυλος,paulus,apostolus
τιμιόω,argentum,lignum
στασιαστής,barabbas,homicidium
γῆξ,permaneo,apprehendo
προμεριμνάω,trado,idus
εἰδώλιον,infirmus,manduco
κοσμοκράτωρ,caelestis,spiritalis
ἀτιμία,ignobilitas,quidem
ζητέω,quaero,possum
διερωτάω,inquiro,ianua
ἀρχιερατικοῦ̓,caiphas,sacerdotalis
ἅρμα,currus,philippus
ἀριστάω,prandeo,amo
εὔχομαι,opto,oro
ἐπαίνετος,saluto,domesticus
κιθάρα,cithara,tamquam
βρύκω,disseco,strideo
περιτρέπω,festus,insanus
τηλαυγής,restituo,inpono
ἑλληνιστής,graece,hebraei
πρώϊος,factum,mane
λόγχη,lancea,sinis
καθιστάνω,athenae,mando
δεῖγμα,abeo,exemplum
ἀντιπαρέρχομαι,uiso,accido
ἐκεῖθεν,indo,sequor
τάχος,citus,uelociter
δείκνυμι,ostendo,recipio
ἐμφανίζω,aduersus,adeo
δημηγορέω,regium,contionor
ὡσαύτως,similis,horto
ἐγχρίω,induo,uestimentum
χηρόω,oratio,uiduus
συνίημι,intellego,cur
ἀπολύτρωσις,redemptio,remissio
ἐξαπορέω,tribulatio,aporior
ἄφθαρτος,incorruptibilis,corruptibilis
φιλάγαθος,hospitalis,sobrius
ἐπικάλυμμα,libertas,malitia
πανδοχεῖ,denarius,reddo
ὄντως,uer,uiduo
χισεδέκ,ordino,melchisedech
ἔργον,factum,ago
ἤ,aut,tu
ἀνεψιός,saluto,marcus
περικρύπτω,concipio,quin
προφητεία,prophetia,lingua
διατήκω,exsurio,manduco
ἐπαγγελία,promissio,repromissio
δαιμόνιον,daemonium,eicio
ἀΐδιος,diuinitas,intellego
ἀπόλλυμι,pereo,perdo
μωμάομαι,uitupero,deuito
τεσσαράκοντα,quadraginta,annus
ὑδρία,hydria,relinquo
πίων,bibo,uita
κλῆρος,sors,uestimentum
ἐκπληρόω,gigno,adimpleo
ἐπακολουθέω,patior,sequor
σπόριμος,uello,sero
συστροφή,arguo,dimitto
χιτών,tunica,duo
ἀλέξανδρος,alexander,reddo
εἰσελήλυθαν,auris,operarius
γάγγραινα,cancer,philetus
οὐράνη,similis,intro2
βραδυπλοέω,salmo,uix
λιβερτῖνος,alexandrinus,surgo
ὁμοίωσις,maledico,benedico
ἁμός,non,tu
ἐξεγείρω,uirtus,pharao
συσπαράσσω,accedo,elido
κατανεύω,nauus,nauicula
χρῄζω,indigeo,gens
ἀστήρικτος,instabilis,maledictio
ἐπαρχεία,prouincia,interrogo
προπάτωρ,caro2,abraham
ἐκκαθάρατε,fermentum,immolo
κακοπαθέω,opero,uinculo
προέρχομαι,transeo,sic
ἀνδρόνικος,saluto,apostolus
καιρός,tempus,impleo
λάχανον,ito,maius
πύργος,turris,aedifico
νάρκισσος,saluto,narcissus
πεινᾷ,exsurio,manduco
φράζω,edissero,parabola
ἀδελφότης,fraternitas,resisto
διαλέγομαι,disputo,synagoga
δέσμιος,uincio,uinctus2
ἐξώτερος,dens,stridor
μαγεύω,seduco,aliquis
συμπαθής,amator,fraternitas
ἐπιεικής,modestus,litigiosus
προσφέρω,offero,peccatum
ἐνδιδύσκω,induo,purpura
μητηρ,mater,fornicatio2
θυατείροις,thyatirae,doctrina
φόνος,homicidium,seditio
ἐρίφιον,hedos,statuo
ἡσυχάζω,sabbatum,quiesco
ἀλυσιτελής,reddo,oboedio
σταυρόω,crux,crucifigo
ιερουσαλήμ,hierusalem,habito
ἀμάραντος,immarcescibilis,incorruptibilis
ἐκριζωθήσεται,plantatio,at
ψύχω,refrigesco,sitis
πολεμόω,finis,oportet
βάτραχος,rana,modus
το,dolus,sinis
πλέως,condemno,surgo
